type;material name;length;width;thickness;material number;stock;stock av;stock1;stock2;stock3;stock4;stock5;stock6;reserved stock;customer ID;stock manual rests;stock of block storage;density
556;PremiumWhiteOak18_G2S_2800X1225_PRMWHTOAK18G2S;2805;1225;18;0;1;1;1;0;0;0;0;0;0;PRMWHTOAK18G2S;0;0;790;
557;HamiltonOak18_G1SFD_2805X1225_HMLTOAK18G1SFD;2805;1225;18;0;2;2;2;0;0;0;0;0;0;HMLTOAK18G1SFD;0;0;790;
559;SatraWood25_Ravine_2420x1210_PT42798;2420;1210;25;0;1;1;1;0;0;0;0;0;0;PT42798;0;0;790;
560;CDPINE25_PLY_2400X1200_SKU969779;2400;1200;25;0;1;1;1;0;0;0;0;0;0;SKU969779;0;0;790;
565;BrunswickOak18_G2S_3630X1215_NAVBRUNSWICKOAK18G2S;3630;1215;18;0;9;9;9;0;0;0;0;0;0;NAVBRUNSWICKOA;0;0;790;
571;Black16_Flint_GRW_2440X1830_GRWBLACK16;2440;1830;16;0;3;3;3;0;0;0;0;0;0;GRWBLACK16;0;0;790;
572;NaturalChalk25_White_3630x1820_SKU410166;3630;1820;25;0;1;1;1;0;0;0;0;0;0;SKU410166;0;0;790;
575;PolarWhite25_MattMR_3630X1820_PT51652;3630;1820;25;0;6;6;6;0;0;0;0;0;0;PT51652;0;0;790;
576;NaturalOak33_Ravine_3630x1820_PT43055;3630;1820;33;0;1;1;1;0;0;0;0;0;0;PT43055;0;0;790;
577;Polarwhite18_AbsMatt_2420x1210_SKU989468;2420;1210;18;0;3;3;3;0;0;0;0;0;0;SKU989468;0;0;790;
581;White12_Flint_2420x1820_SKU701290;2420;1820;12;0;1;1;1;0;0;0;0;0;0;SKU701290;0;0;790;
582;RawCotton25_Natural_24x12_SKU415487;2420;1212;25;0;10;10;10;0;0;0;0;0;0;SKU415487;0;0;790;
587;TopiaryMatt18_2420x1210_TOPIARY18;2420;1210;18;0;2;2;2;0;0;0;0;0;0;TOPIARY18;0;0;790;
590;ProlightBlack16_Nover_2420x1210_PROLIGHTBLK16;2420;1210;16;0;1;1;1;0;0;0;0;0;0;PROLIGHTBLK16;0;0;790;
591;DanishWalnut18_2420x1210_LMX_SKU994081;2420;1210;18;0;1;1;1;0;0;0;0;0;0;SKU994081;0;0;790;
594;WhiteFlint25_2420x1210_SKU948054_ASPECT;2420;1210;25;0;1;1;1;0;0;0;0;0;0;SKU948054;0;0;790;
598;Baye33_Flint_3630x1820_LMX_SKU408403;3630;1820;33;0;3;3;3;0;0;0;0;0;0;SKU408403;0;0;790;
599;Plywood9_2440x1220_TRM_PLYWOOD9;2440;1220;9;0;3;3;3;0;0;0;0;0;0;PLYWOOD9;0;0;790;
601;BrunswickOak18_G1SFU_3630X1210_NAVBRUNSWICK18;3630;1210;18;0;13;13;13;0;0;0;0;0;0;NAVBRUNSWICK18;0;0;790;
602;RawCotton18_2420x1210_LMX_SKU985371;2420;1210;18;0;1;1;1;0;0;0;0;0;0;SKU985371;0;0;790;
605;HabitatSmooth16_G2S_2420X1210_PT52846;2420;1210;16;0;14;14;14;0;0;0;0;0;0;PT52846;0;0;790;
612;Black18_Matt_3630x1820_PT14161;3630;1820;18;0;6;6;6;0;0;0;0;0;0;PT14161;0;0;790;
614;HabitatVenette18_DS_2420X1210_PT54711;2420;1210;18;0;1;1;1;0;0;0;0;0;0;PT54711;0;0;790;
617;Baye18_Flint_2420x1210_SKU943137;2420;1210;18;0;1;1;1;0;0;0;0;0;0;SKU943137;0;0;790;
620;TruffleLini18_Matt_3625x1820_PT14184;3625;1820;18;0;1;1;1;0;0;0;0;0;0;PT14184;0;0;790;
622;White25_DecortexMR_3630X1820_SKU716715;3630;1820;25;0;7;7;7;0;0;0;0;0;0;SKU716715;0;0;790;
626;BleachCuneoOak18_G2S_2805x1830_BLEACHCUNEO18;2805;1830;18;0;1;1;1;0;0;0;0;0;0;BLEACHCUNEO18;0;0;790;
630;NavAlbanyOak25_G2S_3630X1215_NAVALBOAK25;3630;1215;25;0;1;1;1;0;0;0;0;0;0;NAVALBOAK25;0;0;790;
640;AngoraOak18_WoodMatt_3630x1820_PT47436;3630;1820;18;0;2;2;2;0;0;0;0;0;0;PT47436;0;0;790;
642;NavTheOaks18_G1SWHTFU_3630x1215_THEOAKS18FU;3630;1215;18;0;1;1;1;0;0;0;0;0;0;THEOAKS18FU;0;0;790;
645;White25_Flint_SUBADESIGN_3630X1210_SKU948057SUBA;3630;1210;25;0;4;4;4;0;0;0;0;0;0;SKU948057SUBA;0;0;790;
648;BrownCuneo27_G1SFU_2800X1220_BROWNCUNEO27G1SFU;2800;1220;27;0;1;1;1;0;0;0;0;0;0;BROWNCUNEO27G1;0;0;790;
649;BleachedCuneo27_G1SFU_2800X1220_BLEACHEDCUNEO27G1S;2800;1220;27;0;2;2;2;0;0;0;0;0;0;BLEACHEDCUNEO2;0;0;790;
652;OliveGreen27_G1S_2800X820_OLIVEGREEN27G1SFU820;2800;820;27;0;1;1;1;0;0;0;0;0;0;OLIVEGREEN27G1;0;0;790;
654;BLEACHEDCUNEO27_G1SWHT_2800X820_BLEACHEDCUNEOG1S82;2800;820;27;0;3;3;3;0;0;0;0;0;0;BLEACHEDCUNEOG;0;0;790;
656;ApricotNude18_G2S_2805X1830_FOR_APRICOTNUDE18;2805;1830;18;0;3;3;3;0;0;0;0;0;0;APRICOTNUDE18;0;0;790;
660;NataioWalnut33_Matt_3625x1820_PT53453;3625;1820;33;0;12;12;12;0;0;0;0;0;0;PT53453;0;0;790;
661;MacedonMist16_Natural_LMX_2420X1210_SKU410142;2420;1210;16;0;3;3;3;0;0;0;0;0;0;SKU410142;0;0;790;
662;NavTheOaks18_G1SFD_3630x1215_THEOAKS18FD;3630;1215;18;0;11;11;11;0;0;0;0;0;0;THEOAKS18FD;0;0;790;
665;AuchenFlower18_G1SFD_3630X1215_AUCHEN18G1SFD;3630;1215;18;0;32;32;32;0;0;0;0;0;0;AUCHEN18G1SFD;0;0;790;
670;SublimeTeak25_Chalk_3625x1820_LMX_SKU989014;3625;1820;25;0;1;1;1;0;0;0;0;0;0;SKU989014;0;0;790;
672;ChalkWhite18_2420x1210_LMX_SKU985231;2420;1210;18;0;2;2;2;0;0;0;0;0;0;SKU985231;0;0;790;
674;Artisanoak25_Matt_3630x1820_PT26463;3630;1820;25;0;1;1;1;0;0;0;0;0;0;PT26463;0;0;790;
675;White12_CarcassMattMDF_2420X1215_PT1862;2420;1215;12;0;26;26;26;0;0;0;0;0;0;PT1862;0;0;790;
681;ElegantOak16_NAT_2415x1210_LMX_SKU976725;2415;1210;16;0;2;2;2;0;0;0;0;0;0;SKU976725;0;0;790;
683;SepiaWalnut18_Nat_3625x1820_LMX_SKU412094;3625;1820;18;0;1;1;1;0;0;0;0;0;0;SKU412094;0;0;790;
684;ClassicWhite16_Sheen_MDF_3130x1215_PT1798;3130;1215;16;0;30;30;30;0;0;0;0;0;0;PT1798;0;0;790;
686;WhiteAsh16_Flint_2420x1210_LMX_SKU948009;2420;1210;16;0;1;1;1;0;0;0;0;0;0;SKU948009;0;0;790;
688;EcruOak25_WM_3625x1820_PT58466;3625;1820;25;0;71;71;71;0;0;0;0;0;0;PT58466;0;0;790;
689;White25_Flint_MDF_2420x1820_LMX_SKU860534;2420;1820;25;0;3;3;3;0;0;0;0;0;0;SKU860534;0;0;790;
690;BrushedBronzy16_G1SFD_WhiteB_3055x1215_BDC-L5023BR;3055;1215;16;0;1;1;1;0;0;0;0;0;0;BDC-L5023BR;0;0;790;
692;NavTheOaks32_G1SFD_3630x1215_THEOAKS32;3630;1215;32;0;1;1;1;0;0;0;0;0;0;THEOAKS32;0;0;790;
693;CalmOak18_NAT_2420x1212_LMX_SKU401057;2420;1215;18;0;1;1;1;0;0;0;0;0;0;SKU401057;0;0;790;
694;Otway18_AM_MDF_3625x1215_LMX_SKU410171;3625;1215;18;0;1;1;1;0;0;0;0;0;0;SKU410171;0;0;790;
697;GreenSlate18_Flint_3625x1820_LMX410163;3625;1820;18;0;6;6;6;0;0;0;0;0;0;LMX410163;0;0;790;
698;SilkWhite16_2420x1215_LMX991928;2420;1215;16;0;10;10;10;0;0;0;0;0;0;LMX991928;0;0;790;
699;FreshSpring16_NAT_2420x1210_LMX945388;2420;1210;16;0;1;1;1;0;0;0;0;0;0;LMX945388;0;0;790;
701;CoolumSand18_NAT_2420x1210_LMX410147;2420;1210;18;0;39;39;39;0;0;0;0;0;0;LMX410147;0;0;790;
702;NaturalOak25_Matt_MR_3625x1820_PT50839;3625;1820;25;0;6;6;6;0;0;0;0;0;0;PT50839;0;0;790;
705;AuchenFlower18_G1SFU_3630X1215_AUCHEN18G1SFU;3630;1215;18;0;18;18;18;0;0;0;0;0;0;AUCHEN18G1SFU;0;0;790;
706;LightGrey38_ForestOne_3630x1220_FORLIGHTGREY38;3630;1220;38;0;6;6;6;0;0;0;0;0;0;FORLIGHTGREY38;0;0;890;
707;Possum18_Natural_LMX_2420X1210_SKU985232;2420;1210;18;0;4;4;4;0;0;0;0;0;0;SKU985232;0;0;790;
708;AshWhite18_Flint_LMX_2420X1210_SKU948096;2420;1210;18;0;16;16;16;0;0;0;0;0;0;SKU948096;0;0;790;
712;PlantationAsh33LDF_WM_3630X1820_PT52659;3630;1820;33;0;4;4;4;0;0;0;0;0;0;PT52659;0;0;790;
713;CrispWhiteLegato18_3125x1215_PT26758;3125;1215;18;0;1;1;1;0;0;0;0;0;0;PT26758;0;0;790;
714;AuchenFlower18_G2S_3630X1215_AUCHEN18G2S;3630;1215;18;0;2;2;2;0;0;0;0;0;0;AUCHEN18G2S;0;0;790;
715;PolarWhite16_Nuance_LMX_2420X1210_SKU961923;2420;1210;16;0;7;7;7;0;0;0;0;0;0;SKU961923;0;0;790;
716;SelectBeech18_Natural_2420x1210_LMX_SKU888211;2420;1210;18;0;1;1;1;0;0;0;0;0;0;SKU888211;0;0;790;
717;OysterGrey18_Matt_3625x1820_PT14173;3625;1820;18;0;5;5;5;0;0;0;0;0;0;PT14173;0;0;790;
719;SUPAWOOD18_2420X1215_SUPAWOOD18;2420;1215;18;0;9;2;9;0;0;0;0;0;7;SUPAWOOD18;0;0;790;
2501;Moose13_COMPACT_Natural_Lmx_36x18_G2S;3650;1835;13;0;1;1;1;0;0;0;0;0;0;SKU992460;0;0;1400;
2504;White13_COMPACT_Natural_Lmx_36x18_G2S;3650;1830;13;0;6;6;6;0;0;0;0;0;0;SKU992466;0;0;1550;
2506;ElegantOak13_COMPACT_Natural_Lmx_36x18_G2S_SKU9924;3650;1830;13;0;4;4;4;0;0;0;0;0;0;SKU992448;0;0;1550;
2512;PolarWhite13_COMPACT_Natural_Lmx_36x18_G2S;3650;1830;13;0;1;1;1;0;0;0;0;0;0;SKU991320;0;0;1550;
2513;NaturalPly13_CompactWM_PT_36x18_G2S_PT52505;3650;1830;13;0;2;2;2;0;0;0;0;0;0;PT52505;0;0;1550;
2514;CalmOak13_CompactNat_LMX_36x18_G2S_SKU407770;3650;1830;13;0;5;5;5;0;0;0;0;0;0;SKU407770;0;0;1550;
2516;SeasonedOak13_CompactNat_LMX_36x18_G2S_SKU991325;3650;1830;13;0;1;1;1;0;0;0;0;0;0;SKU991325;0;0;1550;
2520;Battalion13_Compact_LMX_36X18_SKU991327;3650;1830;13;0;1;1;1;0;0;0;0;0;0;SKU991327;0;0;1550;
2522;Terril13_Compact_3620x1520_LMX_SKU403484;3620;1520;13;0;1;1;1;0;0;0;0;0;0;SKU403484;0;0;1550;
2525;OysterGrey13_Natural_Compact_3650x1830_SKU991321;3650;1830;13;0;1;1;1;0;0;0;0;0;0;SKU991321;0;0;1550;
2527;Parchment13_CompactNat_LMX_3620X1520;3620;1520;13;0;2;2;2;0;0;0;0;0;0;SKU303494;0;0;1550;
2528;Greystaone13_Compact_LMX_3650X1830_SKU992803;3650;1830;13;0;3;3;3;0;0;0;0;0;0;SKU992803;0;0;1550;
2529;White18_Compact_Nat_3660x1830_LMX993554;3660;1830;18;0;4;4;4;0;0;0;0;0;0;LMX993554;0;0;1550;
3001;XXBrunswickOak18_G1S_2830x1110;2830;1110;18;0;1;1;1;0;0;0;0;0;0;161225715;0;0;790;
3002;XXNotaioWalnut18_Matt_3050x1820;3050;1820;18;0;1;1;1;0;0;0;0;0;0;200126720;0;0;790;
3003;XXEcruOak25_WM_2400x1820;2400;1820;25;0;1;1;1;0;0;0;0;0;0;121225745;0;0;790;
3004;XXCB25_1820X1595;1820;1595;25;0;1;1;1;0;0;0;0;0;0;2710251145;0;0;790;
3005;XXWhite13_Nat_Compact_3360x920;3360;920;13;0;1;1;1;0;0;0;0;0;0;0511251504;0;0;1550;
3006;XXOliveGreen18_G2S_2805X1720;2805;1720;18;0;1;1;1;0;0;0;0;0;0;1901261215;0;0;790;
3007;XXCalmOak18_1620x1820;1620;1820;18;0;2;2;2;0;0;0;0;0;0;171225800;0;0;790;
3008;XXNaturalOak33_Matt_2900x1820;2900;1820;33;0;1;1;1;0;0;0;0;0;0;271025330;0;0;790;
3009;XXFlorentineWalnut18_Woodmatt_3100x1015;3100;1015;18;0;1;1;1;0;0;0;0;0;0;2810251120;0;0;790;
3010;XXBleachedCuneo18_G2S_2800x755;2800;755;18;0;1;1;1;0;0;0;0;0;0;3110251005;0;0;790;
3011;XXWhite25_3090x1820;3090;1820;25;0;1;1;1;0;0;0;0;0;0;161225716;0;0;790;
3013;XXMorrocanClay18mdf_3630x765;3630;765;18;0;1;1;1;0;0;0;0;0;0;301025800;0;0;790;
3014;XXMorrocanClay18mdf_3630x910;3630;910;18;0;1;1;1;0;0;0;0;0;0;301025805;0;0;790;
3015;XXSeasondOak18_Natural_LMX_PB_3625x785;3625;785;18;0;1;1;1;0;0;0;0;0;0;020425803;0;0;790;
3016;XXParchment18_PB_3610x1167;3610;1167;18;0;1;1;1;0;0;0;0;0;0;301025805;0;0;790;
3017;XXIvoryOak18_FU_G1S_3045x745;3045;745;18;0;1;1;1;0;0;0;0;0;0;301025845;0;0;790;
3018;XXPrimeoak16_Matt_2240x1215;2240;1215;16;0;1;1;1;0;0;0;0;0;0;3010251240;0;0;790;
3019;XXCB25_1820X1650;1820;1650;25;0;5;5;5;0;0;0;0;0;0;301025215;0;0;790;
3020;XXAgaveSmooth16_1900x1058;1900;1058;16;0;1;1;1;0;0;0;0;0;0;171225955;0;0;790;
3021;XXTheOaks18_G1S_3520x1215;3520;1215;18;0;1;1;1;0;0;0;0;0;0;112251050;0;0;790;
3023;XXNotaioWalnut18_WM_2650x965;2650;965;18;0;1;1;1;0;0;0;0;0;0;1812251200;0;0;790;
3024;XXChalkwhite18_3625x875;3625;875;18;0;1;1;1;0;0;0;0;0;0;031125105;0;0;790;
3027;XXBlack16_Flint_2440x1610;2440;1610;16;0;1;1;1;0;0;0;0;0;0;1812251710;0;0;790;
3029;XXPrimeoak18_Matt_2037x1818;2037;1818;18;0;1;1;1;0;0;0;0;0;0;041125900;0;0;790;
3032;XXOysterGrey33_1820x1780;1820;1780;33;0;1;1;1;0;0;0;0;0;0;101125230;0;0;790;
3046;XXRawPb18_Flint_Lmx_3630X1430;3630;1430;18;0;1;1;1;0;0;0;0;0;0;0506241119;0;0;760;
3048;XXCinderMatt13_Compact_3640x1175;3640;1175;13;0;1;1;1;0;0;0;0;0;0;91225740;0;0;1550;
3050;XXElegantOak_Flint_Lmx_3625x810;3625;810;18;0;1;1;1;0;0;0;0;0;0;0506241322;0;0;760;
3051;XXMorocanClay25_Flint_2820x1820;2820;1820;25;0;1;1;1;0;0;0;0;0;0;140126930;0;0;790;
3052;XXParchment16_1820x1212;1820;1212;16;0;1;1;1;0;0;0;0;0;0;120126920;0;0;790;
3053;XXSublimeTeak18_1435x3625;3625;1435;18;0;1;1;1;0;0;0;0;0;0;241125740;0;0;790;
3054;XXChalkwhite25_3625x1260;3625;1260;25;0;1;1;1;0;0;0;0;0;0;121125340;0;0;790;
3055;XXPistachioGreen18_1890x1820;1890;1820;18;0;1;1;1;0;0;0;0;0;0;131125140;0;0;790;
3056;XXAuchenFlower18_3615x845;3615;845;18;0;1;1;1;0;0;0;0;0;0;1601261155;0;0;790;
3057;XXPlantationAsh25_WM_1775X1820;1775;1820;25;0;1;1;1;0;0;0;0;0;0;131125210;0;0;790;
3058;XXCB25_1820x1495;1820;1495;25;0;1;1;1;0;0;0;0;0;0;141125730;0;0;790;
3059;XXCB25_3625x705;3625;705;25;0;1;1;1;0;0;0;0;0;0;140126240;0;0;790;
3060;XXSpottedGum13_Compact_3650x1220;3650;1220;13;0;1;1;1;0;0;0;0;0;0;160126700;0;0;1550;
3061;XXAuchenFlowerG1SFD_2410X1210;2410;1210;18;0;1;1;1;0;0;0;0;0;0;160126710;0;0;790;
3062;XXCB18_2720x1110;2720;1110;18;0;1;1;1;0;0;0;0;0;0;141125740;0;0;790;
3063;XXRawBirchply18_Nat_2380x1262;2380;1260;18;0;1;1;1;0;0;0;0;0;0;141125840;0;0;790;
3064;XXWhite18_Satin_2880x1810;2880;1810;18;0;1;1;1;0;0;0;0;0;0;1710251010;0;0;790;
3065;XXOysterGrey25_2060x1055;2060;1055;25;0;1;1;1;0;0;0;0;0;0;1401261325;0;0;790;
3066;XXAries18_3615x1060;3615;1060;18;0;1;1;1;0;0;0;0;0;0;191125730;0;0;790;
3067;XXPlantationAsh25_2485x990;2485;990;25;0;1;1;1;0;0;0;0;0;0;241125305;0;0;790;
3068;XXCalmwhite18_2410x595;2410;595;18;0;5;5;5;0;0;0;0;0;0;191125330;0;0;790;
3069;XXEcruOak25_WM_3620x1100;3620;1100;25;0;1;1;1;0;0;0;0;0;0;190126730;0;0;790;
3070;XXNotaioWalnut25_WM_1990x1818;1990;1818;25;0;1;1;1;0;0;0;0;0;0;201125245;0;0;790;
3071;XXPrimeOak25_WoodMatt_1995x1820;1995;1820;25;0;1;1;1;0;0;0;0;0;0;201125250;0;0;790;
3072;XXPrimeOak25_Matt_3625x1000;3625;1000;25;0;1;1;1;0;0;0;0;0;0;112251040;0;0;790;
3073;XXTasmanianOak25_Matt_3625x1040;3625;1040;25;0;1;1;1;0;0;0;0;0;0;812251100;0;0;790;
3074;XXPolarWhite33_Flint_3610x1196;3610;1196;33;0;1;1;1;0;0;0;0;0;0;140126700;0;0;790;
3075;XXClassicOak18_Natural_3625x1215;3625;1215;18;0;1;1;1;0;0;0;0;0;0;120126830;0;0;790;
3076;XXClassicOak18_Nuancemdf_3615x982;3615;982;18;0;1;1;1;0;0;0;0;0;0;0901261205;0;0;790;
3077;XXRuralOak18_1980x1750;1980;1750;18;0;1;1;1;0;0;0;0;0;0;0901261200;0;0;790;
3078;XXRawBirchPly18_Natural_1375x1800;1375;1800;18;0;1;1;1;0;0;0;0;0;0;0901261150;0;0;790;
3079;XXCompact_Black13_2905x1830;2905;1830;13;0;1;1;1;0;0;0;0;0;0;0701261130;0;0;1550;
3080;XXPolarWhite25_Flint_2975x1162;2975;1162;25;0;1;1;1;0;0;0;0;0;0;070626745;0;0;790;
3081;XXPB18_RAW_3625x890;3625;890;18;0;2;2;2;0;0;0;0;0;0;220425153;0;0;790;
3082;XXStoneGrey25_Matt_3625x1045;3625;1045;25;0;1;1;1;0;0;0;0;0;0;271125745;0;0;790;
3083;XXMoleskin25_1820x1645;1820;1645;25;0;1;1;1;0;0;0;0;0;0;51225840;0;0;790;
3084;XXAshtonWhite13_Compact_3335x1133;3335;1133;13;0;1;1;1;0;0;0;0;0;0;21225810;0;0;1550;
3085;XXWhite25_1830x1580;1830;1580;25;0;1;1;1;0;0;0;0;0;0;512251030;0;0;790;
3086;XXWhite25_1830x1630;1830;1630;25;0;1;1;1;0;0;0;0;0;0;090126840;0;0;790;
3087;XXClassicOak25_Natural_1775x1820;1775;1820;25;0;1;1;1;0;0;0;0;0;0;060126300;0;0;790;
3088;XXPlankledUrban18_Oak_3625x1370;3625;1370;18;0;1;1;1;0;0;0;0;0;0;912251205;0;0;790;
3089;XXTasmaniaOak25_Matt_2190x1820;2190;1820;25;0;1;1;1;0;0;0;0;0;0;190126845;0;0;790;
3091;EcruOak18_WM_2850x1815;2850;1815;18;0;1;1;1;0;0;0;0;0;0;111225945;0;0;790;
3092;XXSoftwalnut33_Matt_3605x1265;3605;1265;33;0;1;1;1;0;0;0;0;0;0;120624455;0;0;790;
3138;XXCB18_2005x1210;2005;1210;18;0;1;1;1;0;0;0;0;0;0;250624408;0;0;790;
3145;XXClassicOak25_Natural_Lmx_1530x1810;1530;1810;25;0;2;2;2;0;0;0;0;0;0;260624155;0;0;790;
3158;XXCB18_2050x1210;2050;1210;18;0;1;1;1;0;0;0;0;0;0;050724800;0;0;790;
3387;XXTerril25_Flint_3625x1125;3625;1125;25;0;1;1;1;0;0;0;0;0;0;120924905;0;0;790;
3400;XXNaturalOak13_Compact_3650x1210;3650;1210;13;0;1;1;1;0;0;0;0;0;0;170924330;0;0;1550;
3449;XXPeruvianClay16_Flint_2020x1210;2020;1210;16;0;1;1;1;0;0;0;0;0;0;0910241115;0;0;790;
3450;XXOasis18_smooth_3125x1085;3125;1085;18;0;1;1;1;0;0;0;0;0;0;0910241145;0;0;790;
3464;XXCB16_2420x1210;2420;1210;16;0;4;4;4;0;0;0;0;0;0;1410245905;0;0;790;
3498;XXCB_2410x570;2410;570;16;0;3;3;3;0;0;0;0;0;0;241024700;0;0;790;
3525;XXCB25_1800x1205;1800;1205;25;0;2;2;2;0;0;0;0;0;0;3010241132;0;0;790;
3536;XXCalmOak18_Chalk_3630x1660;3630;1660;18;0;1;1;1;0;0;0;0;0;0;011124811;0;0;790;
3547;XXCorantiandoor38_fire_2400x1200;2400;1200;38;0;2;2;2;0;0;0;0;0;0;061124925;0;0;790;
3624;XXNaturalPly13_Compact_1740x1840;1740;1840;13;0;1;1;1;0;0;0;0;0;0;201124920;0;0;1550;
3628;XXBlac18_Flint_1812X1727;1812;1727;18;0;1;1;1;0;0;0;0;0;0;121224357;0;0;790;
3637;XXForage18_SmoothMDF_3130x1000;3130;1000;18;0;1;1;1;0;0;0;0;0;0;0212241215;0;0;790;
3638;XXPlantationOak13_Veneer_1765x1210;1765;1210;13;0;1;1;1;0;0;0;0;0;0;031224922;0;0;760;
3660;XXCb25_Flint_1820x1720;1820;1720;25;0;1;1;1;0;0;0;0;0;0;210125715;0;0;790;
3704;XXAbsoluteMatte25_Black_2400x1000;2400;1000;25;0;2;2;2;0;0;0;0;0;0;0602251155;0;0;790;
3705;XXAstonWhite25_PT_3625x995;3625;995;25;0;1;1;1;0;0;0;0;0;0;1505251225;0;0;890;
3710;XXPurple36_G1S_FaceDown_2390x1212;2390;1212;36;0;1;1;1;0;0;0;0;0;0;060225440;0;0;790;
3715;XXHamiltoanOak18_G2S_3610X590;3610;590;18;0;3;3;3;0;0;0;0;0;0;130225318;0;0;850;
3719;XXHamiltonoak18_G2S_3610X485;3610;485;18;0;1;1;1;0;0;0;0;0;0;130225353;0;0;890;
3722;XXHamiltoanOak18_G1S_3610X600;3610;600;18;0;3;3;3;0;0;0;0;0;0;140225630;0;0;1550;
3723;XXHamiltoanOak18_G1S_3610X572;3610;572;18;0;2;2;2;0;0;0;0;0;0;140225632;0;0;1550;
3728;XXBlackBirchPly18_NaturalMdf_2410x520;2410;520;18;0;2;2;2;0;0;0;0;0;0;140225710;0;0;790;
3732;XXHamiltonoak18_G1S_FaceDown_3610x575;3610;575;18;0;1;1;1;0;0;0;0;0;0;170225111;0;0;890;
3733;XXHamiltonoak18_G1S_FaceDown_3610x555;3610;555;18;0;1;1;1;0;0;0;0;0;0;170225114;0;0;890;
3734;XXHamiltonoak18_G1S_FaceDown_3610x582;3610;582;18;0;1;1;1;0;0;0;0;0;0;170225121;0;0;890;
3769;XXSoftWalnut18_Natural_3100x1820;3100;1820;18;0;1;1;1;0;0;0;0;0;0;050325830;0;0;790;
3803;XXChinese white18_Carcass_2400x525;2400;525;18;0;5;5;5;0;0;0;0;0;0;250325140;0;0;890;
3822;XXSoftWalnut18_Matt_2715X1800;2715;1800;18;0;1;1;1;0;0;0;0;0;0;290325925;0;0;790;
3825;XXSeasonedOak18_Natural_3615x790;3615;790;18;0;1;1;1;0;0;0;0;0;0;310325845;0;0;790;
3831;XXBlack25_Woodmatt_3625x1000;3625;1000;25;0;1;1;1;0;0;0;0;0;0;310325335;0;0;790;
3838;XXOsterGrey25_3610x800;3610;800;25;0;1;1;1;0;0;0;0;0;0;020425105;0;0;790;
3842;XXGreenSlate13_3650x1007;3650;1007;13;0;1;1;1;0;0;0;0;0;0;030425155;0;0;1550;
3868;XXCB18_3620x625;3620;625;18;0;1;1;1;0;0;0;0;0;0;150425820;0;0;790;
3875;XXLightGrey18_G2S_2882X1205;2882;1205;18;0;1;1;1;0;0;0;0;0;0;010525200;0;0;760;
3889;XXRLGOLD25_2390X893;2390;893;25;0;1;1;1;0;0;0;0;0;0;070525125;0;0;890;
3904;XXBattalion13_Compact_3050x865;3050;865;13;0;1;1;1;0;0;0;0;0;0;130525500;0;0;1550;
3917;XXTasmanianOak25_Woodmatt_1995x1820;1995;1820;25;0;1;1;1;0;0;0;0;0;0;1605251120;0;0;890;
3922;XXHamiltonaoak27_G1SFU_2595X1195;2595;1195;27;0;1;1;1;0;0;0;0;0;0;1905251210;0;0;890;
3937;XXGhostgum25_Flint_3625x1100;3625;1100;25;0;1;1;1;0;0;0;0;0;0;2305251020;0;0;890;
3938;XXSilverGrey18_G1SFD_3430X1210;3430;1210;18;0;1;1;1;0;0;0;0;0;0;2305251130;0;0;890;
3978;XXCB18_2940X1200;2940;1200;18;0;1;1;1;0;0;0;0;0;0;100625900;0;0;790;
3989;XXCinder18_Matt_3625x1040;3625;1040;18;0;1;1;1;0;0;0;0;0;0;100625410;0;0;790;
3990;XXCB18_3615x600;3615;600;18;0;3;3;3;0;0;0;0;0;0;110625645;0;0;790;
3997;XXAries25_Flint_3630x1185;3630;1185;25;0;1;1;1;0;0;0;0;0;0;110625740;0;0;790;
4000;XXElegantOak33_3420x1620;3420;1620;33;0;1;1;1;0;0;0;0;0;0;170925315;0;0;790;
4003;XXAries33_Flint_3615x1010;3615;1010;33;0;1;1;1;0;0;0;0;0;0;1206251040;0;0;790;
4005;XXBlack18_MDF_WoodMatt_3615x1145;3615;1145;18;0;1;1;1;0;0;0;0;0;0;1310251235;0;0;790;
4006;XXOysterGrey18_3625x1155;3625;1155;18;0;1;1;1;0;0;0;0;0;0;271025820;0;0;790;
4014;XXSublimeTeak33_3620x780;3620;780;33;0;1;1;1;0;0;0;0;0;0;1706251015;0;0;790;
4015;XXWhite18_Chalk_3615x1005;3615;1005;18;0;1;1;1;0;0;0;0;0;0;241025810;0;0;790;
4016;XXBlack18_WoodMatt_3615x1100;3615;1100;18;0;1;1;1;0;0;0;0;0;0;0710251030;0;0;790;
4018;XXCB16_2800X820;2800;820;16;0;1;1;1;0;0;0;0;0;0;201025120;0;0;790;
4022;XXNordicOak33_WoodMatt_3630x900;3630;900;33;0;1;1;1;0;0;0;0;0;0;2106251040;0;0;790;
4023;XXClassicOak25_Nuance_1600x1820;1600;1820;25;0;4;4;4;0;0;0;0;0;0;2106251055;0;0;790;
4024;XXLiguarianwalnut33_WoodMatt_3630x1140;3630;1140;33;0;1;1;1;0;0;0;0;0;0;230625125;0;0;790;
4025;XXAlbanyOak25_G1SFD_3625x655;3625;655;25;0;1;1;1;0;0;0;0;0;0;241025905;0;0;790;
4027;XXDanishWalnut18_2030x1820;2030;1820;18;0;1;1;1;0;0;0;0;0;0;240625835;0;0;790;
4030;XXFox25_Flint_3625x1105;3625;1105;25;0;1;1;1;0;0;0;0;0;0;090925830;0;0;790;
